# 语音指令: sub
# 采集时间: 13-Apr-2025 20:40:41
# 帧数: 61
# 特征维度: 39
# 格式: 每行一帧，每帧39个特征值，用逗号分隔
-2.449467,0.716798,-0.664345,0.422584,0.039221,-0.011097,0.050966,-0.027612,-0.007002,0.324890,-0.217070,0.204992,0.466124,-0.465858,0.297721,0.056031,0.279712,0.020834,-0.218868,0.121910,-0.107162,-0.120800,0.203553,-0.194770,-0.103896,0.039705,0.205535,-0.071272,0.030496,0.049741,0.017267,-0.055957,0.052935,-0.049468,-0.008155,0.061824,0.015993,0.024861,-0.013222
-1.589439,1.057622,-0.150533,0.521855,0.171939,-0.246835,0.149077,-0.091057,-0.186066,0.145628,-0.147477,-0.243529,-0.238560,0.383980,-0.036761,0.044093,0.197230,0.083212,-0.233426,0.198237,-0.192843,-0.040436,0.179567,0.005388,0.090453,-0.023770,0.215645,-0.116718,0.006428,-0.001072,0.007885,0.015032,0.015757,-0.006602,0.009080,0.011352,0.017020,0.046649,0.012199
-0.812923,0.466566,0.282031,0.673789,-0.033563,-0.610493,0.346623,-0.306290,-0.309795,0.616952,-0.568468,-0.218220,0.265306,0.696691,-0.255500,0.098639,0.083203,0.016034,-0.102727,0.085166,-0.088039,-0.014168,0.137338,0.052156,0.050359,-0.041325,0.094229,-0.064027,-0.019022,-0.036420,0.004827,0.057489,-0.019561,0.023702,0.015553,-0.033997,0.026202,0.021236,-0.005655
0.651909,-0.018357,-0.272826,0.666126,0.348792,-0.639224,0.662874,-0.625566,-0.010539,0.585744,0.205685,0.581021,0.021741,0.517493,-0.255837,0.020015,0.088335,0.025260,-0.002994,0.075761,-0.036724,-0.017059,0.081231,-0.051336,0.137145,0.094338,-0.103463,0.022732,-0.015721,-0.018747,-0.008783,0.060974,-0.030628,0.028198,0.008535,-0.030556,-0.014322,-0.022920,-0.002441
0.964901,-0.442594,0.094384,0.909818,0.023604,-0.508451,0.391432,-0.336508,-0.189535,1.042935,-0.031894,0.141116,0.087824,0.360649,-0.083484,-0.043949,0.053690,0.056457,0.073964,0.021310,-0.000524,-0.023593,-0.001563,0.026184,0.042445,-0.056712,-0.184824,0.056297,-0.045533,-0.023310,0.000040,0.048738,-0.008101,0.008171,0.012678,-0.024475,-0.013392,-0.027307,-0.009342
0.862038,-0.187429,0.116708,0.997426,0.277670,-0.326517,0.661335,-0.309995,-0.360243,0.496686,-0.743950,0.503773,0.506452,-0.037424,0.037182,0.028129,0.064063,-0.032432,0.112419,-0.014678,-0.018181,0.020540,0.020544,-0.092963,-0.067070,-0.029336,-0.175725,0.053324,-0.045770,-0.037484,0.002198,0.034622,-0.004577,0.000867,0.013598,-0.018185,0.004599,-0.025038,-0.020716
1.376774,0.000489,-0.165746,0.870753,0.344297,-0.282456,0.519047,-0.456793,-0.292548,0.673575,0.094966,0.116037,-0.327776,-0.225481,0.009682,-0.216270,-0.086806,0.015626,0.181983,0.054498,-0.029088,0.054369,-0.015182,-0.031398,-0.041917,-0.044501,-0.147325,0.041050,-0.028984,-0.044930,0.007322,0.013964,-0.003037,0.011874,0.023375,-0.022563,-0.002662,0.014052,0.016621
0.086910,0.013927,0.084755,1.117427,-0.061854,-0.011461,0.530801,-0.675855,0.177582,0.929896,-0.463447,0.159100,0.061321,-0.320830,0.086972,-0.206453,-0.129866,0.032600,0.179543,0.009711,-0.009003,0.038193,-0.047651,0.008026,0.001959,-0.062088,-0.063329,0.047971,0.007361,-0.035601,0.022827,-0.017849,-0.010332,0.030096,0.015715,-0.035785,0.018762,0.032590,0.031145
-0.260311,-0.472779,-1.291455,0.275792,0.263456,0.538544,0.849608,-0.336724,-0.096305,0.747632,-0.367410,0.046674,0.041067,-0.416039,0.188953,-0.113389,-0.193639,0.049298,0.122014,-0.028793,0.090878,0.135144,-0.135993,-0.048201,0.123737,0.089373,-0.005375,0.062754,0.080747,0.008741,0.014555,-0.047431,-0.026234,0.034311,0.002300,-0.026229,0.016327,0.016691,0.037417
-0.567856,0.634968,-0.656805,0.433819,0.501340,0.451240,0.590382,-0.419275,-0.204060,0.164495,-0.445200,0.564183,-0.064534,-0.230568,0.296791,0.062546,-0.156849,0.092375,-0.014581,-0.065653,0.154492,0.090261,-0.186739,0.052232,0.104949,0.142368,0.030064,0.008275,0.054738,0.023078,0.003907,-0.041773,-0.013513,0.018948,-0.012440,0.003529,0.024019,-0.016015,0.019260
