# 合并特征数据文件
# 创建时间: 13-Apr-2025 21:54:03
# 文件格式: 标签,时间戳,帧索引,特征值...
# 合并文件数: 143

add,20250413_1,1,-5.333645,0.174547,-0.118636,-0.257853,0.655194,-0.234224,-0.094428,0.097408,0.041451,0.034170,0.149640,0.042514,-0.075331,-2.338294,-0.051820,-0.119793,0.022416,-0.075382,0.062164,0.074206,-0.138196,-0.040603,0.032470,-0.064628,-0.085587,-0.008158,-0.167044,-0.070255,-0.055277,0.002502,-0.017157,0.007694,-0.016693,-0.019530,0.000563,-0.034268,-0.010260,0.003838,-0.004280
add,20250413_1,2,-4.765457,0.305336,-0.636022,-0.098046,0.153043,0.364221,-0.014722,0.016679,0.215901,0.307606,-0.381789,-0.271635,-0.003692,-1.363948,-0.250213,-0.184721,-0.001472,-0.009819,0.042545,-0.039065,-0.121047,-0.020919,-0.108034,-0.051680,0.019248,-0.018001,0.289801,-0.009240,0.005426,-0.002734,0.019096,-0.015404,-0.029678,0.006522,0.001909,-0.009518,0.042343,0.029135,0.013935
add,20250413_1,3,-5.477497,-0.334184,-0.067599,0.144515,-0.319108,0.028407,0.254590,-0.468246,-0.237338,-0.047161,-0.025141,-0.159862,-0.022681,0.089108,-0.141468,-0.110686,0.000741,-0.069950,-0.003863,-0.044145,-0.006345,0.003987,-0.066204,-0.016435,0.012947,-0.002535,0.444006,0.037001,0.032811,-0.001940,0.032513,-0.004281,-0.007807,0.032964,0.001362,0.006646,0.029605,0.021804,0.009407
add,20250413_1,4,-5.462963,-0.757025,-0.747962,-0.182145,0.458300,0.042828,-0.330917,-0.200466,0.062866,-0.393382,-0.120062,0.165711,-0.095131,0.114846,-0.002608,0.028242,-0.007729,0.072676,-0.049241,-0.075696,-0.028755,-0.022577,0.016062,0.161739,0.089159,0.065951,0.217565,0.054377,0.059210,-0.010600,0.017134,0.007513,0.021891,0.011485,-0.003212,0.026426,0.021362,-0.000233,0.006202
add,20250413_1,5,-4.522663,-0.254955,-0.773173,-0.169322,0.053604,-0.092674,-0.230879,0.165170,0.156457,-0.059882,-0.092008,-0.110626,-0.041179,0.260132,0.087741,0.040617,0.010941,0.114000,0.056039,0.031702,0.076301,-0.041371,0.035401,0.042548,0.049987,0.031849,0.139482,-0.062824,0.043893,0.009415,0.003639,0.011128,0.025641,-0.002341,0.001241,0.007035,-0.000335,-0.002451,-0.003230
add,20250413_1,6,-4.609058,0.230774,-0.067558,0.048889,0.468569,0.103095,-0.276879,-0.490239,-0.119597,0.417859,0.728687,0.277362,0.450565,0.190060,0.028867,0.204514,-0.086132,0.013494,0.049026,0.084930,-0.062822,-0.034139,0.054486,0.070894,0.005985,0.022753,0.134355,-0.111320,0.007763,0.013751,-0.039182,0.004331,0.030696,0.014341,0.019348,-0.009421,-0.034041,-0.016483,-0.012232
add,20250413_1,7,-4.302063,-0.260710,-0.109624,0.143481,0.453134,0.378474,0.438673,0.186808,-0.409999,-0.219959,-0.167079,0.096783,-0.077869,1.105397,-0.642528,0.151185,0.110497,-0.026287,0.010551,0.065580,0.006543,0.007266,-0.017525,0.018325,0.043155,0.006266,0.007293,-0.062042,-0.017466,0.010881,-0.035048,-0.007745,0.007101,0.008805,0.024101,0.003704,-0.020030,-0.006310,-0.008075
add,20250413_1,8,-4.438023,-0.579265,0.311089,-0.871215,0.365870,0.140701,-0.099738,-0.628609,0.130413,0.046711,0.388879,0.081127,0.080235,0.707655,-0.486513,0.051994,0.045568,-0.164267,-0.013928,0.135316,0.127091,0.086405,-0.013003,-0.089607,-0.024044,-0.001572,-0.169813,0.047921,-0.049081,0.024678,-0.002300,0.002516,0.001757,0.012604,-0.001992,-0.001031,-0.021974,0.004285,-0.008446
add,20250413_1,9,2.629307,-4.151021,0.072802,1.068922,-0.052916,-0.034531,0.117506,0.279464,0.091802,0.005676,0.198843,0.254409,0.191093,0.063811,-0.134027,0.006697,0.026641,-0.073198,0.009519,0.057504,0.060788,0.067307,0.112056,-0.035575,0.024678,-0.005123,-0.333538,0.190040,-0.057535,-0.016855,0.024847,0.000686,-0.008193,-0.020072,-0.024288,0.001607,0.000328,-0.004245,-0.007768
add,20250413_1,10,-3.488869,-1.085051,0.215253,-0.068501,-0.356144,0.223356,0.785563,0.312196,0.217446,0.215175,-0.052872,0.017472,0.310935,-0.554962,0.119881,-0.070535,0.140822,0.006481,0.048497,0.099882,0.017992,-0.090909,-0.002906,-0.075108,0.054361,-0.023466,-0.047631,0.115455,-0.059676,0.005950,0.037999,-0.015124,-0.022285,-0.027502,-0.031274,-0.009031,0.023922,-0.003024,0.001649
